Barcode	Set	CellType
Cell-122913	P2	C5
Cell-122916	P2	C19
Cell-122917	P2	C10
Cell-122920	P2	C2
Cell-122922	P2	C10
Cell-122923	P2	C52
Cell-122927	P2	C10
Cell-122934	P2	C17
Cell-122935	P2	C2
Cell-122936	P2	C10
Cell-122939	P2	C12
Cell-122941	P2	C20
Cell-122955	P2	C7
Cell-122960	P2	C21
Cell-122970	P2	C1
Cell-122973	P2	C34
Cell-122975	P2	C40
Cell-122976	P2	C22
Cell-122978	P2	C1
Cell-122979	P2	C2
Cell-122990	P2	C10
Cell-122991	P2	C28
Cell-123010	P2	C22
Cell-123035	P2	C5
Cell-123041	P2	C29
Cell-123044	P2	C13
Cell-123050	P2	C12
Cell-123053	P2	C1
Cell-123060	P2	C16
Cell-123062	P2	C1
Cell-123064	P2	C11
Cell-123065	P2	C6
Cell-123067	P2	C27
Cell-123068	P2	C4
Cell-123073	P2	C16
Cell-123090	P2	C3
Cell-123093	P2	C14
Cell-123096	P2	C44
Cell-123097	P2	C2
Cell-123098	P2	C15
Cell-123103	P2	C10
Cell-123104	P2	C11
Cell-123105	P2	C2
Cell-123107	P2	C1
Cell-123117	P2	C24
Cell-123119	P2	C29
Cell-123123	P2	C18
Cell-123126	P2	C17
Cell-123127	P2	C6
Cell-123129	P2	C4
Cell-123131	P2	C1
Cell-123151	P2	C3
Cell-123152	P2	C9
Cell-123153	P2	C4
Cell-123154	P2	C10
Cell-123156	P2	C17
Cell-123158	P2	C5
Cell-123159	P2	C4
Cell-123171	P2	C6
Cell-123175	P2	C22
Cell-123200	P2	C13
Cell-123206	P2	C16
Cell-123209	P2	C2
Cell-123225	P2	C7
Cell-123226	P2	C29
Cell-123232	P2	C4
Cell-123234	P2	C28
Cell-123250	P2	C11
Cell-123251	P2	C12
Cell-123252	P2	C13
Cell-123253	P2	C4
Cell-123255	P2	C44
Cell-123258	P2	C3
Cell-123260	P2	C13
Cell-123269	P2	C32
Cell-123285	P2	C22
Cell-123292	P2	C10
Cell-123293	P2	C1
Cell-123309	P2	C19
Cell-123326	P2	C10
Cell-123332	P2	C6
Cell-123335	P2	C39
Cell-123337	P2	C13
Cell-123338	P2	C5
Cell-123340	P2	C1
Cell-123343	P2	C24
Cell-123357	P2	C37
Cell-123358	P2	C47
Cell-123360	P2	C6
Cell-123361	P2	C17
Cell-123364	P2	C12
Cell-123379	P2	C10
Cell-123380	P2	C48
Cell-123381	P2	C14
Cell-123385	P2	C1
Cell-123387	P2	C1
Cell-123399	P2	C24
Cell-123402	P2	C5
Cell-123420	P2	C10
Cell-123425	P2	C19
Cell-123427	P2	C5
Cell-123429	P2	C35
Cell-123435	P2	C7
Cell-123437	P2	C1
Cell-123438	P2	C1
Cell-123440	P2	C1
Cell-123441	P2	C5
Cell-123448	P2	C15
Cell-123453	P2	C6
Cell-123461	P2	C3
Cell-123464	P2	C35
Cell-123472	P2	C3
Cell-123481	P2	C13
Cell-123487	P2	C21
Cell-123492	P2	C21
Cell-123497	P2	C25
Cell-123503	P2	C6
Cell-123506	P2	C3
Cell-123508	P2	C3
Cell-123510	P2	C5
Cell-123516	P2	C4
Cell-123520	P2	C11
Cell-123521	P2	C15
Cell-123522	P2	C9
Cell-123525	P2	C15
Cell-123526	P2	C3
Cell-123527	P2	C15
Cell-123528	P2	C10
Cell-123545	P2	C20
Cell-123547	P2	C37
Cell-123549	P2	C6
Cell-123551	P2	C5
Cell-123552	P2	C2
Cell-123559	P2	C12
Cell-123591	P2	C7
Cell-123592	P2	C9
Cell-123594	P2	C5
Cell-123597	P2	C6
Cell-123609	P2	C19
Cell-123610	P2	C9
Cell-123615	P2	C1
Cell-123616	P2	C5
Cell-123620	P2	C3
Cell-123622	P2	C45
Cell-123626	P2	C10
Cell-123630	P2	C56
Cell-123632	P2	C28
Cell-123633	P2	C4
Cell-123634	P2	C14
Cell-123654	P2	C14
Cell-123672	P2	C13
Cell-123673	P2	C29
Cell-123675	P2	C4
Cell-123682	P2	C5
Cell-123687	P2	C20
Cell-123688	P2	C39
Cell-123712	P2	C7
Cell-123713	P2	C1
Cell-123719	P2	C7
Cell-123721	P2	C5
Cell-123737	P2	C3
Cell-123744	P2	C38
Cell-123746	P2	C1
Cell-123748	P2	C9
Cell-123758	P2	C56
Cell-123759	P2	C4
Cell-123761	P2	C1
Cell-123763	P2	C10
Cell-123764	P2	C16
Cell-123773	P2	C7
Cell-123774	P2	C25
Cell-123783	P2	C1
Cell-123788	P2	C3
Cell-123789	P2	C2
Cell-123793	P2	C29
Cell-123794	P2	C16
Cell-123796	P2	C18
Cell-123797	P2	C2
Cell-123798	P2	C19
Cell-123799	P2	C29
Cell-123804	P2	C36
Cell-123810	P2	C27
Cell-123825	P2	C15
Cell-123828	P2	C9
Cell-123831	P2	C23
Cell-123861	P2	C28
Cell-123865	P2	C9
Cell-123866	P2	C22
Cell-123867	P2	C20
Cell-123868	P2	C13
Cell-123872	P2	C3
Cell-123882	P2	C47
Cell-123884	P2	C3
Cell-123891	P2	C7
Cell-123898	P2	C2
Cell-123901	P2	C32
Cell-123902	P2	C1
Cell-123904	P2	C6
Cell-123906	P2	C3
Cell-123910	P2	C9
Cell-123925	P2	C3
Cell-123930	P2	C5
Cell-123932	P2	C12
Cell-123937	P2	C3
Cell-123959	P2	C5
Cell-123966	P2	C4
Cell-123968	P2	C7
Cell-123970	P2	C5
Cell-123972	P2	C15
Cell-123988	P2	C5
Cell-123989	P2	C28
Cell-123991	P2	C12
Cell-123996	P2	C10
Cell-123997	P2	C5
Cell-123998	P2	C10
Cell-124000	P2	C25
Cell-124001	P2	C16
Cell-124002	P2	C7
Cell-124014	P2	C3
Cell-124019	P2	C9
Cell-124024	P2	C3
Cell-124026	P2	C34
Cell-124027	P2	C14
Cell-124043	P2	C6
Cell-124047	P2	C1
Cell-124053	P2	C14
Cell-124056	P2	C13
Cell-124057	P2	C52
Cell-124074	P2	C6
Cell-124075	P2	C24
Cell-124076	P2	C3
Cell-124077	P2	C32
Cell-124078	P2	C7
Cell-124083	P2	C13
Cell-124084	P2	C28
Cell-124085	P2	C4
Cell-124086	P2	C15
Cell-124101	P2	C11
Cell-124102	P2	C3
Cell-124103	P2	C1
Cell-124122	P2	C14
Cell-124123	P2	C2
Cell-124141	P2	C3
Cell-124147	P2	C4
Cell-124150	P2	C40
Cell-124151	P2	C21
Cell-124168	P2	C5
Cell-124169	P2	C21
Cell-124170	P2	C34
Cell-124183	P2	C7
Cell-124184	P2	C13
Cell-124186	P2	C1
Cell-124187	P2	C22
Cell-124188	P2	C1
Cell-124189	P2	C1
Cell-124191	P2	C5
Cell-124209	P2	C5
Cell-124210	P2	C15
Cell-124231	P2	C2
Cell-124232	P2	C14
Cell-124236	P2	C3
Cell-124242	P2	C36
Cell-124246	P2	C6
Cell-124247	P2	C4
Cell-124248	P2	C2
Cell-124249	P2	C25
Cell-124253	P2	C1
Cell-124269	P2	C20
Cell-124270	P2	C19
Cell-124275	P2	C18
Cell-124276	P2	C2
Cell-124291	P2	C5
Cell-124292	P2	C2
Cell-124307	P2	C17
Cell-124310	P2	C25
Cell-124311	P2	C3
Cell-124312	P2	C3
Cell-124331	P2	C10
Cell-124333	P2	C1
Cell-124335	P2	C19
Cell-124336	P2	C4
Cell-124337	P2	C20
Cell-124349	P2	C5
Cell-124362	P2	C1
Cell-124365	P2	C5
Cell-124368	P2	C2
Cell-124369	P2	C24
Cell-124385	P2	C28
Cell-124404	P2	C2
Cell-124405	P2	C11
Cell-124406	P2	C3
Cell-124408	P2	C1
Cell-124409	P2	C44
Cell-124419	P2	C13
Cell-124422	P2	C17
Cell-124434	P2	C10
Cell-124435	P2	C10
Cell-124436	P2	C25
Cell-124438	P2	C4
Cell-124441	P2	C5
Cell-124442	P2	C10
Cell-124455	P2	C30
Cell-124460	P2	C5
Cell-124463	P2	C12
Cell-124464	P2	C9
Cell-124487	P2	C13
Cell-124488	P2	C48
Cell-124489	P2	C1
Cell-124525	P2	C2
Cell-124526	P2	C6
Cell-124528	P2	C11
Cell-124532	P2	C11
Cell-124533	P2	C5
Cell-124550	P2	C5
Cell-124552	P2	C22
Cell-124555	P2	C10
Cell-124556	P2	C5
Cell-124557	P2	C14
Cell-124558	P2	C10
Cell-124559	P2	C3
Cell-124574	P2	C4
Cell-124576	P2	C17
Cell-124597	P2	C3
Cell-124598	P2	C45
Cell-124601	P2	C4
Cell-124614	P2	C6
Cell-124616	P2	C9
Cell-124618	P2	C5
Cell-124621	P2	C58
Cell-124630	P2	C32
Cell-124636	P2	C4
Cell-124637	P2	C1
Cell-124641	P2	C4
Cell-124642	P2	C7
Cell-124653	P2	C13
Cell-124654	P2	C4
Cell-124658	P2	C5
Cell-124667	P2	C5
Cell-124668	P2	C4
Cell-124673	P2	C16
Cell-124676	P2	C28
Cell-124679	P2	C2
Cell-124686	P2	C4
Cell-124689	P2	C15
Cell-124705	P2	C14
Cell-124707	P2	C14
Cell-124708	P2	C12
Cell-124710	P2	C14
Cell-124725	P2	C1
Cell-124726	P2	C10
Cell-124732	P2	C14
Cell-124746	P2	C1
Cell-124748	P2	C1
Cell-124750	P2	C15
Cell-124787	P2	C1
Cell-124788	P2	C2
Cell-124789	P2	C30
Cell-124792	P2	C13
Cell-124797	P2	C6
Cell-124810	P2	C2
Cell-124811	P2	C13
Cell-124812	P2	C6
Cell-124817	P2	C13
Cell-124818	P2	C50
Cell-124819	P2	C10
Cell-124820	P2	C33
Cell-124829	P2	C6
Cell-124835	P2	C2
Cell-124836	P2	C32
Cell-124837	P2	C23
Cell-124838	P2	C37
Cell-124853	P2	C10
Cell-124854	P2	C5
Cell-124855	P2	C14
Cell-124856	P2	C32
Cell-124867	P2	C43
Cell-124871	P2	C4
Cell-124876	P2	C7
Cell-124877	P2	C6
Cell-124878	P2	C13
Cell-124879	P2	C10
Cell-124885	P2	C25
Cell-124895	P2	C49
Cell-124905	P2	C13
Cell-124908	P2	C42
Cell-124910	P2	C1
Cell-124911	P2	C42
Cell-124924	P2	C10
Cell-124928	P2	C4
Cell-124940	P2	C5
Cell-124944	P2	C1
Cell-124956	P2	C56
Cell-124962	P2	C7
Cell-124964	P2	C2
Cell-124990	P2	C5
Cell-124991	P2	C16
Cell-125009	P2	C23
Cell-125013	P2	C48
Cell-125014	P2	C14
Cell-125022	P2	C5
Cell-125027	P2	C13
Cell-125050	P2	C5
Cell-125051	P2	C32
Cell-125059	P2	C15
Cell-125063	P2	C25
Cell-125064	P2	C2
Cell-125065	P2	C17
Cell-125072	P2	C33
Cell-125073	P2	C5
Cell-125092	P2	C5
Cell-125099	P2	C44
Cell-125100	P2	C14
Cell-125103	P2	C48
Cell-125119	P2	C4
Cell-125120	P2	C24
Cell-125123	P2	C1
Cell-125125	P2	C2
Cell-125129	P2	C1
Cell-125131	P2	C10
Cell-125146	P2	C14
Cell-125147	P2	C2
Cell-125157	P2	C4
Cell-125159	P2	C23
Cell-125178	P2	C10
Cell-125180	P2	C29
Cell-125194	P2	C7
Cell-125195	P2	C38
Cell-125211	P2	C6
Cell-125212	P2	C9
Cell-125214	P2	C10
Cell-125221	P2	C36
Cell-125224	P2	C5
Cell-125227	P2	C23
Cell-125228	P2	C2
Cell-125242	P2	C16
Cell-125255	P2	C10
Cell-125256	P2	C14
Cell-125257	P2	C10
Cell-125258	P2	C14
Cell-125262	P2	C20
Cell-125263	P2	C19
Cell-125273	P2	C1
Cell-125274	P2	C19
Cell-125279	P2	C19
Cell-125284	P2	C1
Cell-125297	P2	C25
Cell-125298	P2	C42
Cell-125299	P2	C4
Cell-125313	P2	C2
Cell-125324	P2	C14
Cell-125325	P2	C3
Cell-125327	P2	C1
Cell-125342	P2	C1
Cell-125344	P2	C14
Cell-125352	P2	C17
Cell-125364	P2	C1
Cell-125366	P2	C4
Cell-125372	P2	C1
Cell-125383	P2	C4
Cell-125385	P2	C22
Cell-125386	P2	C7
Cell-125396	P2	C7
Cell-125400	P2	C6
Cell-125405	P2	C13
Cell-125408	P2	C32
Cell-125417	P2	C2
Cell-125437	P2	C14
Cell-125450	P2	C4
Cell-125456	P2	C20
Cell-125460	P2	C10
Cell-125482	P2	C25
Cell-125483	P2	C6
Cell-125487	P2	C4
Cell-125488	P2	C4
Cell-125489	P2	C40
Cell-125505	P2	C5
Cell-125509	P2	C17
Cell-125525	P2	C4
Cell-125528	P2	C18
Cell-125529	P2	C11
Cell-125541	P2	C1
Cell-125542	P2	C10
Cell-125548	P2	C5
Cell-125549	P2	C57
Cell-125573	P2	C4
Cell-125586	P2	C4
Cell-125588	P2	C17
Cell-125593	P2	C10
Cell-125609	P2	C7
Cell-125624	P2	C5
Cell-125626	P2	C48
Cell-125631	P2	C39
Cell-125633	P2	C14
Cell-125641	P2	C4
Cell-125643	P2	C1
Cell-125644	P2	C14
Cell-125647	P2	C26
Cell-125659	P2	C13
Cell-125661	P2	C16
Cell-125664	P2	C5
Cell-125678	P2	C6
Cell-125683	P2	C12
Cell-125684	P2	C5
Cell-125698	P2	C6
Cell-125732	P2	C56
Cell-125733	P2	C5
Cell-125750	P2	C14
Cell-125752	P2	C16
Cell-125758	P2	C1
Cell-125778	P2	C4
Cell-125779	P2	C13
Cell-125780	P2	C37
Cell-125782	P2	C1
Cell-125788	P2	C33
Cell-125794	P2	C4
Cell-125795	P2	C42
Cell-125797	P2	C1
Cell-125798	P2	C9
Cell-125799	P2	C19
Cell-125800	P2	C5
Cell-125801	P2	C14
Cell-125803	P2	C5
Cell-125804	P2	C1
Cell-125813	P2	C10
Cell-125815	P2	C36
Cell-125817	P2	C48
Cell-125818	P2	C24
Cell-125819	P2	C7
Cell-125821	P2	C4
Cell-125822	P2	C42
Cell-125825	P2	C17
Cell-125826	P2	C1
Cell-125827	P2	C2
Cell-125831	P2	C5
Cell-125852	P2	C4
Cell-125854	P2	C6
Cell-125856	P2	C7
Cell-125869	P2	C4
Cell-125870	P2	C1
Cell-125896	P2	C10
Cell-125904	P2	C10
Cell-125905	P2	C1
Cell-125906	P2	C14
Cell-125914	P2	C33
Cell-125920	P2	C15
Cell-125929	P2	C4
Cell-125933	P2	C10
Cell-125935	P2	C13
Cell-125960	P2	C15
Cell-125967	P2	C7
Cell-125984	P2	C9
Cell-125988	P2	C28
Cell-125989	P2	C2
Cell-125992	P2	C15
Cell-126008	P2	C15
Cell-126009	P2	C20
Cell-126013	P2	C16
Cell-126020	P2	C5
Cell-126021	P2	C4
Cell-126025	P2	C1
Cell-126027	P2	C28
Cell-126045	P2	C4
Cell-126054	P2	C38
Cell-126064	P2	C10
Cell-126066	P2	C4
Cell-126067	P2	C6
Cell-126069	P2	C34
Cell-126070	P2	C1
Cell-126071	P2	C2
Cell-126079	P2	C7
Cell-126090	P2	C16
Cell-126103	P2	C17
Cell-126106	P2	C5
Cell-126109	P2	C23
Cell-126118	P2	C40
Cell-126137	P2	C10
Cell-126140	P2	C6
Cell-126151	P2	C4
Cell-126152	P2	C4
Cell-126154	P2	C2
Cell-126156	P2	C6
Cell-126177	P2	C5
Cell-126180	P2	C21
Cell-126228	P2	C1
Cell-126230	P2	C32
Cell-126231	P2	C3
Cell-126235	P2	C5
Cell-126236	P2	C14
Cell-126244	P2	C58
Cell-126248	P2	C5
Cell-126264	P2	C9
Cell-126267	P2	C14
Cell-126268	P2	C47
Cell-126279	P2	C27
Cell-126280	P2	C4
Cell-126285	P2	C1
Cell-126286	P2	C1
Cell-126297	P2	C2
Cell-126299	P2	C9
Cell-126300	P2	C5
Cell-126305	P2	C48
Cell-126317	P2	C36
Cell-126324	P2	C7
Cell-126342	P2	C2
Cell-126344	P2	C5
Cell-126349	P2	C2
Cell-126363	P2	C48
Cell-126369	P2	C19
Cell-126395	P2	C5
Cell-126403	P2	C5
Cell-126404	P2	C7
Cell-126405	P2	C34
Cell-126407	P2	C4
Cell-126419	P2	C17
Cell-126421	P2	C20
Cell-126422	P2	C7
Cell-126437	P2	C1
Cell-126438	P2	C35
Cell-126439	P2	C1
Cell-126442	P2	C4
Cell-126444	P2	C9
Cell-126465	P2	C19
Cell-126469	P2	C4
Cell-126470	P2	C5
Cell-126476	P2	C40
Cell-126477	P2	C1
Cell-126478	P2	C1
Cell-126479	P2	C2
Cell-126487	P2	C48
Cell-126488	P2	C15
Cell-126493	P2	C1
Cell-126496	P2	C1
Cell-126509	P2	C13
Cell-126511	P2	C4
Cell-126524	P2	C3
Cell-126537	P2	C39
Cell-126539	P2	C23
Cell-126540	P2	C25
Cell-126541	P2	C13
Cell-126552	P2	C5
Cell-126554	P2	C33
Cell-126558	P2	C4
Cell-126559	P2	C2
Cell-126560	P2	C58
Cell-126561	P2	C44
Cell-126574	P2	C10
Cell-126576	P2	C44
Cell-126579	P2	C7
Cell-126600	P2	C7
Cell-126602	P2	C5
Cell-126612	P2	C1
Cell-126613	P2	C10
Cell-126615	P2	C6
Cell-126617	P2	C36
Cell-126624	P2	C10
Cell-126626	P2	C4
Cell-126628	P2	C16
Cell-126636	P2	C26
Cell-126650	P2	C8
Cell-126651	P2	C5
Cell-126652	P2	C5
Cell-126654	P2	C4
Cell-126667	P2	C11
Cell-126668	P2	C4
Cell-126669	P2	C23
Cell-126671	P2	C10
Cell-126688	P2	C13
Cell-126689	P2	C15
Cell-126692	P2	C19
Cell-126693	P2	C1
Cell-126696	P2	C3
Cell-126701	P2	C7
Cell-126704	P2	C34
Cell-126705	P2	C48
Cell-126706	P2	C16
Cell-126710	P2	C58
Cell-126724	P2	C4
Cell-126726	P2	C19
Cell-126729	P2	C1
Cell-126742	P2	C14
Cell-126745	P2	C37
Cell-126753	P2	C4
Cell-126774	P2	C9
Cell-126786	P2	C2
Cell-126787	P2	C44
Cell-126788	P2	C4
Cell-126795	P2	C5
Cell-126796	P2	C10
Cell-126812	P2	C10
Cell-126835	P2	C5
Cell-126837	P2	C6
Cell-126847	P2	C4
Cell-126853	P2	C16
Cell-126854	P2	C4
Cell-126855	P2	C22
Cell-126856	P2	C7
Cell-126857	P2	C17
Cell-126858	P2	C4
Cell-126867	P2	C16
Cell-126876	P2	C13
Cell-126883	P2	C19
Cell-126884	P2	C1
Cell-126898	P2	C5
Cell-126904	P2	C15
Cell-126908	P2	C23
Cell-126910	P2	C5
Cell-126911	P2	C4
Cell-126914	P2	C7
Cell-126925	P2	C48
Cell-126928	P2	C10
Cell-126936	P2	C13
Cell-126942	P2	C4
Cell-126946	P2	C22
Cell-126948	P2	C16
Cell-126960	P2	C6
Cell-126963	P2	C7
Cell-126965	P2	C6
Cell-126966	P2	C5
Cell-126967	P2	C8
Cell-126968	P2	C2
Cell-126969	P2	C29
Cell-126980	P2	C22
Cell-126982	P2	C5
Cell-126988	P2	C5
Cell-126990	P2	C10
Cell-126993	P2	C11
Cell-126994	P2	C20
Cell-127006	P2	C21
Cell-127007	P2	C10
Cell-127009	P2	C2
Cell-127015	P2	C29
Cell-127019	P2	C4
Cell-127021	P2	C3
Cell-127027	P2	C14
Cell-127033	P2	C1
Cell-127034	P2	C10
Cell-127035	P2	C23
Cell-127036	P2	C10
Cell-127038	P2	C5
Cell-127053	P2	C4
Cell-127056	P2	C19
Cell-127065	P2	C17
Cell-127067	P2	C39
Cell-127069	P2	C48
Cell-127074	P2	C19
Cell-127084	P2	C12
Cell-127087	P2	C3
Cell-127104	P2	C9
Cell-127105	P2	C16
Cell-127115	P2	C5
Cell-127118	P2	C56
Cell-127121	P2	C5
Cell-127130	P2	C1
Cell-127132	P2	C1
Cell-127133	P2	C2
Cell-127134	P2	C6
Cell-127145	P2	C1
Cell-127159	P2	C21
Cell-127160	P2	C2
Cell-127168	P2	C27
Cell-127171	P2	C4
Cell-127173	P2	C4
Cell-127180	P2	C24
Cell-127185	P2	C20
Cell-127196	P2	C7
Cell-127197	P2	C56
Cell-127199	P2	C15
Cell-127229	P2	C22
Cell-127237	P2	C7
Cell-127238	P2	C10
Cell-127254	P2	C14
Cell-127255	P2	C4
Cell-127259	P2	C6
Cell-127274	P2	C5
Cell-127275	P2	C14
Cell-127282	P2	C4
Cell-127290	P2	C56
Cell-127292	P2	C37
Cell-127301	P2	C2
Cell-127302	P2	C10
Cell-127304	P2	C10
Cell-127307	P2	C44
Cell-127308	P2	C15
Cell-127321	P2	C4
Cell-127322	P2	C32
Cell-127325	P2	C5
Cell-127326	P2	C1
Cell-127331	P2	C2
Cell-127344	P2	C25
Cell-127348	P2	C1
Cell-127350	P2	C1
Cell-127387	P2	C4
Cell-127388	P2	C7
Cell-127389	P2	C18
Cell-127393	P2	C5
Cell-127396	P2	C19
Cell-127398	P2	C7
Cell-127404	P2	C4
Cell-127427	P2	C6
Cell-127433	P2	C19
Cell-127435	P2	C1
Cell-127436	P2	C2
Cell-127438	P2	C5
Cell-127459	P2	C5
Cell-127469	P2	C2
Cell-127472	P2	C5
Cell-127473	P2	C13
Cell-127475	P2	C23
Cell-127477	P2	C7
Cell-127479	P2	C17
Cell-127485	P2	C4
Cell-127486	P2	C4
Cell-127491	P2	C13
Cell-127494	P2	C10
Cell-127500	P2	C29
Cell-127504	P2	C16
Cell-127506	P2	C1
Cell-127507	P2	C5
Cell-127513	P2	C13
Cell-127517	P2	C12
Cell-127543	P2	C4
Cell-127545	P2	C16
Cell-127546	P2	C2
Cell-127557	P2	C22
Cell-127558	P2	C16
Cell-127559	P2	C22
Cell-127562	P2	C9
Cell-127565	P2	C39
Cell-127567	P2	C19
Cell-127570	P2	C6
Cell-127581	P2	C6
Cell-127603	P2	C29
Cell-127622	P2	C3
Cell-127625	P2	C15
Cell-127638	P2	C2
Cell-127644	P2	C32
Cell-127657	P2	C4
Cell-127658	P2	C34
Cell-127659	P2	C7
Cell-127660	P2	C3
Cell-127676	P2	C6
Cell-127677	P2	C10
Cell-127679	P2	C13
Cell-127694	P2	C4
Cell-127696	P2	C6
Cell-127697	P2	C29
Cell-127698	P2	C32
Cell-127710	P2	C7
Cell-127711	P2	C24
Cell-127712	P2	C6
Cell-127716	P2	C6
Cell-127724	P2	C5
Cell-127725	P2	C10
Cell-127727	P2	C28
Cell-127728	P2	C1
Cell-127729	P2	C4
Cell-127754	P2	C2
Cell-127757	P2	C5
Cell-127768	P2	C2
Cell-127775	P2	C17
Cell-127777	P2	C48
Cell-127787	P2	C32
Cell-127791	P2	C4
Cell-127792	P2	C2
Cell-127795	P2	C2
Cell-127797	P2	C6
Cell-127805	P2	C5
Cell-127807	P2	C6
Cell-127810	P2	C2
Cell-127811	P2	C5
Cell-127833	P2	C5
Cell-127842	P2	C19
Cell-127843	P2	C3
Cell-127844	P2	C4
Cell-127857	P2	C5
Cell-127858	P2	C1
Cell-127860	P2	C19
Cell-127861	P2	C2
Cell-127872	P2	C14
Cell-127873	P2	C2
Cell-127886	P2	C9
Cell-127889	P2	C19
Cell-127891	P2	C5
Cell-127905	P2	C1
Cell-127906	P2	C38
Cell-127908	P2	C13
Cell-127909	P2	C5
Cell-127911	P2	C25
Cell-127913	P2	C5
Cell-127926	P2	C2
Cell-127931	P2	C21
Cell-127937	P2	C2
Cell-127939	P2	C52
Cell-127949	P2	C19
Cell-127950	P2	C2
Cell-127953	P2	C11
Cell-127954	P2	C3
Cell-127956	P2	C2
Cell-127963	P2	C1
Cell-127964	P2	C5
Cell-127965	P2	C5
Cell-127975	P2	C22
Cell-127977	P2	C3
Cell-127990	P2	C3
Cell-128002	P2	C5
Cell-128004	P2	C5
Cell-128005	P2	C5
Cell-128006	P2	C1
Cell-128007	P2	C2
Cell-128008	P2	C4
Cell-128016	P2	C4
Cell-128020	P2	C1
Cell-128021	P2	C36
Cell-128022	P2	C4
Cell-128023	P2	C24
Cell-128025	P2	C5
Cell-128036	P2	C1
Cell-128038	P2	C7
Cell-128040	P2	C1
Cell-128061	P2	C19
Cell-128062	P2	C10
Cell-128063	P2	C22
Cell-128064	P2	C13
Cell-128065	P2	C17
Cell-128067	P2	C9
Cell-128079	P2	C16
Cell-128080	P2	C27
Cell-128082	P2	C2
Cell-128083	P2	C7
Cell-128094	P2	C15
Cell-128095	P2	C19
Cell-128096	P2	C17
Cell-128100	P2	C22
Cell-128111	P2	C37
Cell-128113	P2	C6
Cell-128116	P2	C4
Cell-128119	P2	C20
Cell-128120	P2	C52
Cell-128132	P2	C32
Cell-128133	P2	C20
Cell-128135	P2	C11
Cell-128136	P2	C4
Cell-128137	P2	C17
Cell-128138	P2	C16
Cell-128140	P2	C3
Cell-128151	P2	C4
Cell-128152	P2	C10
Cell-128153	P2	C50
Cell-128154	P2	C10
Cell-128156	P2	C7
Cell-128157	P2	C2
Cell-128158	P2	C1
Cell-128168	P2	C2
Cell-128170	P2	C3
Cell-128173	P2	C3
Cell-128174	P2	C11
Cell-128183	P2	C34
Cell-128184	P2	C1
Cell-128185	P2	C7
Cell-128196	P2	C9
Cell-128197	P2	C4
Cell-128198	P2	C7
Cell-128199	P2	C17
Cell-128200	P2	C5
Cell-128201	P2	C24
Cell-128207	P2	C9
Cell-128211	P2	C7
Cell-128217	P2	C5
Cell-128218	P2	C3
Cell-128219	P2	C9
Cell-128221	P2	C1
Cell-128222	P2	C1
Cell-128223	P2	C28
Cell-128225	P2	C1
Cell-128229	P2	C24
Cell-128230	P2	C10
Cell-128249	P2	C13
Cell-128250	P2	C2
Cell-128251	P2	C4
Cell-128267	P2	C24
Cell-128281	P2	C4
Cell-128283	P2	C14
Cell-128292	P2	C10
Cell-128302	P2	C33
Cell-128306	P2	C25
Cell-128309	P2	C1
Cell-128310	P2	C17
Cell-128321	P2	C2
Cell-128325	P2	C29
Cell-128327	P2	C38
Cell-128330	P2	C7
Cell-128346	P2	C17
Cell-128347	P2	C3
Cell-128348	P2	C17
Cell-128352	P2	C43
Cell-128354	P2	C20
Cell-128355	P2	C15
Cell-128357	P2	C10
Cell-128372	P2	C3
Cell-128376	P2	C11
Cell-128378	P2	C4
Cell-128380	P2	C10
Cell-128381	P2	C56
Cell-128394	P2	C13
Cell-128396	P2	C14
Cell-128404	P2	C19
Cell-128406	P2	C6
Cell-128407	P2	C4
Cell-128408	P2	C28
Cell-128414	P2	C23
Cell-128415	P2	C1
Cell-128417	P2	C13
Cell-128426	P2	C5
Cell-128430	P2	C2
Cell-128431	P2	C4
Cell-128439	P2	C14
Cell-128441	P2	C5
Cell-128444	P2	C24
Cell-128445	P2	C33
Cell-128446	P2	C10
Cell-128447	P2	C3
Cell-128454	P2	C9
Cell-128459	P2	C40
Cell-128461	P2	C29
Cell-128472	P2	C25
Cell-128473	P2	C8
Cell-128474	P2	C5
Cell-128504	P2	C5
Cell-128505	P2	C4
Cell-128509	P2	C4
Cell-128522	P2	C22
Cell-128523	P2	C10
Cell-128525	P2	C38
Cell-128527	P2	C6
Cell-128534	P2	C4
Cell-128536	P2	C24
Cell-128538	P2	C27
Cell-128552	P2	C10
Cell-128553	P2	C33
Cell-128555	P2	C1
Cell-128556	P2	C4
Cell-128574	P2	C10
Cell-128575	P2	C2
Cell-128576	P2	C40
Cell-128578	P2	C22
Cell-128580	P2	C14
Cell-128581	P2	C45
Cell-128582	P2	C7
Cell-128583	P2	C20
Cell-128584	P2	C6
Cell-128589	P2	C4
Cell-128599	P2	C11
Cell-128601	P2	C32
Cell-128612	P2	C13
Cell-128613	P2	C42
Cell-128617	P2	C4
Cell-128625	P2	C15
Cell-128627	P2	C21
Cell-128628	P2	C27
Cell-128630	P2	C4
Cell-128633	P2	C13
Cell-128637	P2	C24
Cell-128653	P2	C5
Cell-128664	P2	C22
Cell-128665	P2	C11
Cell-128667	P2	C15
Cell-128675	P2	C5
Cell-128692	P2	C2
Cell-128693	P2	C3
Cell-128694	P2	C35
Cell-128695	P2	C25
Cell-128696	P2	C37
Cell-128698	P2	C24
Cell-128700	P2	C33
Cell-128701	P2	C15
Cell-128702	P2	C7
